"id";"title";"legal_areas";"revisions";"nodes";"log_nodes";"log_section_nodes";"text_nodes";"nontext_nodes";"above_section_nodes";"section_nodes";"below_section_nodes";"mean_depth";"mean_leaf_depth";"tokens";"tokens_per_section";"tokens_per_text_node";"entropy_lemma";"entropy_word";"num_words";"num_sentences";"avg_sentence_length";"avg_syllables_per_word";"avg_word_length";"citations";"citations_internal";"citations_out";"citations_in";"citations_external";"net_flow";"net_flow_per_section";"flesch";"bijlage_cits";"unkown_doc";"empty_doc";"bad_doc"
"BWBR0008974";"Wet op bijzondere medische verrichtingen";"Gezondheidsrecht en farmaceutisch recht";7;60;1.7781512503836436;1.2787536009528289;42;18;8;19;32;2.8;3.225;1579;83.10526315789474;37.595238095238095;5.219336046902149;5.368043824036321;1558;67;27.566666666666666;1.9566035523451337;5.740527723449121;23;19;4;10;14;-6;-0.3157894736842105;13.326172804935055;0;0;0;0
"BWBR0008994";"Aanpassingswet derde tranche Awb I";"Staats- en bestuursrecht";1;212;2.3263358609287517;2.2764618041732443;195;17;16;189;6;2.0141509433962264;2.098445595854922;1461;7.73015873015873;7.492307692307692;4.8182485527029915;4.7478789599962115;1411;387;5.600854700854701;2.2698088570626536;7.033726256252006;7;0;7;3;10;4;0.021164021164021163;9.124303171131999;0;0;0;0
"BWBR0008999";"Wet havenstaatcontrole";"Vervoersrecht";11;244;2.3873898263387296;1.6720978579357175;195;49;18;47;178;3.237704918032787;3.6123595505617976;6195;131.80851063829786;31.76923076923077;5.667656455052713;5.7878003480153914;6061;235;28.358119658119655;1.8499130214303334;5.403496100375374;102;63;22;4;26;18;0.3829787234042553;21.548866934002348;0;0;0;0
"BWBR0009079";"Wet inzake bloedvoorziening";"Gezondheidsrecht en farmaceutisch recht";13;206;2.3138672203691533;1.5314789170422551;167;39;9;34;162;3.063106796116505;3.403973509933775;4379;128.7941176470588;26.221556886227546;5.556704316256057;5.715144354296943;4270;222;20.845808383233532;2.028903905595941;6.035589298973175;107;83;17;1;18;16;0.47058823529411764;14.031234077601368;0;0;0;0
"BWBR0009124";"Wet zeevarenden";"Vervoersrecht";34;683;2.8344207036815323;2.08278537031645;567;116;31;121;530;3.6544655929721817;3.953757225433526;15529;128.3388429752066;27.38800705467372;6.334815402985752;6.541251189777112;15234;729;23.174279835390944;1.9875887340169414;5.971228987268832;327;173;90;72;162;18;0.1487603305785124;15.163099069244964;0;4;0;4
"BWBR0009190";"Aanpassingswet geregistreerd partnerschap";"Personen- en familierecht";1;123;2.089905111439398;2.037426497940624;109;14;13;109;0;1.8780487804878048;2.0;770;7.064220183486238;7.064220183486238;4.333498305937051;4.309493865943635;746;221;4.996330275229358;2.307747810713348;7.1421303557244755;5;0;5;0;5;5;0.045871559633027525;6.5282599842929585;0;0;0;0
"BWBR0009191";"Wet op de formeel buitenlandse vennootschappen";"Ondernemingspraktijk";9;32;1.505149978319906;1.1760912590556813;27;5;0;15;16;1.46875;1.64;1088;72.53333333333333;40.2962962962963;5.012029175928167;5.098295041887418;1057;42;26.03333333333333;1.8342766735143803;5.62438713282642;24;15;9;5;14;4;0.26666666666666666;25.23136008735011;0;0;0;0
"BWBR0009196";"Kaderwet subsidies Verkeer en Waterstaat";"Ruimtelijke ordening en milieu;Vervoersrecht";4;36;1.5563025007672873;0.9030899869919435;32;4;0;8;27;2.0277777777777777;2.2413793103448274;562;70.25;17.5625;4.605760887007013;4.688776688583419;560;37;16.572916666666668;2.005533472627393;5.937629916225439;7;2;5;2;7;3;0.375;20.345357799055904;0;0;0;0
"BWBR0009197";"Uitkeringswet tegemoetkoming twee tot vijfjarige diensttijd veteranen";"Staats- en bestuursrecht";2;30;1.4771212547196624;1.0;28;2;0;10;19;1.9666666666666666;2.1739130434782608;776;77.6;27.714285714285715;4.8227518306429085;4.947628838175298;744;39;24.5625;2.0841917214903805;6.264837221026811;11;5;6;1;7;5;0.5;5.5814428619138425;0;0;0;0
"BWBR0009266";"Wet houdende verschaffen van wettelijke basis voor uitkeringen en subsidies op terreinen van maatschappelijke opvang en verslavingsbeleid";"Gezondheidsrecht en farmaceutisch recht";1;9;0.9542425094393249;0.47712125471966244;7;2;0;3;5;1.6666666666666667;2.0;189;63.0;27.0;4.006296554412125;4.006296554412125;177;9;22.714285714285715;1.8889010159808122;5.503549644721121;3;0;3;0;3;3;1.0;23.978974048023304;0;0;0;0
"BWBR0009267";"Wet overheidspersoneel onder de werknemersverzekeringen";"Arbeidsrecht en sociaal-zekerheidsrecht";17;400;2.6020599913279625;1.9637878273455553;345;55;10;92;297;3.74;3.9387096774193546;14482;157.41304347826087;41.9768115942029;5.340609083289241;5.457599709646354;13945;461;36.24859903381642;1.9757881430560178;5.865564358852301;521;202;277;17;294;260;2.8260869565217392;2.8909950781372515;0;10;4;14
"BWBR0009269";"Wet herziening afstammingsrecht en regeling van adoptie";"Personen- en familierecht";1;12;1.0791812460476249;0.6020599913279624;10;2;0;4;7;1.5;1.7;558;139.5;55.8;4.1616830847593045;4.261280041173115;546;17;39.65;1.714024019582458;5.240724164776265;0;0;0;0;0;0;0.0;21.583817943324078;0;0;0;0
"BWBR0009358";"Wet tot intrekking van de Wet Havenschap Vlissingen en de Wet Havenschap Terneuzen";"Vervoersrecht";1;5;0.6989700043360189;0.6020599913279624;4;1;0;4;0;0.8;1.0;161;40.25;40.25;3.74699048062473;3.804752745671392;143;7;21.75;1.8798325358851673;5.622384370015949;0;0;0;0;0;0;0.0;25.724917464114867;0;0;0;0
"BWBR0009385";"Wet op de organisatie ZorgOnderzoek Nederland";"Gezondheidsrecht en farmaceutisch recht";3;82;1.9138138523837167;1.3617278360175928;62;20;6;23;52;2.6463414634146343;3.017543859649123;1382;60.08695652173913;22.29032258064516;5.236479712440078;5.345952247046694;1369;73;19.330645161290324;2.009530509765191;5.818148940618682;12;4;8;1;9;7;0.30434782608695654;17.20811403515515;0;0;0;0
"BWBR0009388";"Wet op de Staatscommissie voor het internationaal privaatrecht";"Internationaal privaatrecht Inclusief internationaal procesrecht";1;12;1.0791812460476249;0.7781512503836436;9;3;0;6;5;1.3333333333333333;1.5555555555555556;271;45.166666666666664;30.11111111111111;4.106767501058964;4.16046404311907;256;15;20.12962962962963;1.948163455351038;5.732912485130126;4;2;2;0;2;2;0.3333333333333333;21.58879760322813;0;0;0;0
"BWBR0009407";"Wet inzake het merken van kneedspringstoffen";"Ondernemingspraktijk;Openbare orde en veiligheidsrecht";2;39;1.591064607026499;1.041392685158225;34;5;0;11;27;2.128205128205128;2.4444444444444446;671;61.0;19.735294117647058;4.757476513939347;4.85677809916232;656;40;17.941176470588236;1.963054824590453;5.690888001360165;13;10;3;0;3;3;0.2727272727272727;22.550267722000626;0;0;0;0
"BWBR0009408";"Wet medisch-wetenschappelijk onderzoek met mensen";"Gezondheidsrecht en farmaceutisch recht";30;225;2.3521825181113627;1.6434526764861874;191;34;8;44;172;3.048888888888889;3.32183908045977;6556;149.0;34.324607329842934;5.6421454444734565;5.815985516259862;6370;275;25.110732984293193;1.97660943002878;5.863906285782973;123;97;21;12;33;9;0.20454545454545456;14.126448240507642;0;0;6;6
"BWBR0009449";"Wet bescherming Antarctica";"Ruimtelijke ordening en milieu";11;319;2.503790683057181;1.7403626894942439;275;44;12;55;251;3.1912225705329154;3.497907949790795;7056;128.29090909090908;25.658181818181816;6.0718861135694;6.224422573394548;6969;331;22.650909090909092;1.9608752844497395;5.6886174303554045;122;60;36;22;58;14;0.2545454545454545;17.954278208279334;0;0;0;0
"BWBR0009455";"Kaderwet VWS-subsidies";"Cultureel recht;Gezondheidsrecht en farmaceutisch recht";7;38;1.5797835966168101;1.041392685158225;34;4;0;11;26;1.868421052631579;2.064516129032258;555;50.45454545454545;16.323529411764707;4.6320601572521785;4.739157950286133;551;42;15.512254901960787;2.0672013047544637;6.356917766396998;7;2;5;0;5;5;0.45454545454545453;16.20483089228219;0;0;0;0
"BWBR0009457";"Wet op de Commissie van advies inzake volkenrechtelijke vraagstukken";"Internationaal publiekrecht";1;5;0.6989700043360189;0.6020599913279624;4;1;0;4;0;0.8;1.0;99;24.75;24.75;3.233201094259079;3.24110337504026;93;6;16.0;1.978032581453634;5.8270238095238085;0;0;0;0;0;0;0.0;23.253443609022582;0;0;0;0
"BWBR0009458";"Wet overige OCW-subsidies";"Cultureel recht;Onderwijsrecht";13;68;1.8325089127062364;1.041392685158225;57;11;3;11;53;3.1029411764705883;3.46;1015;92.27272727272727;17.80701754385965;4.895015843231314;5.041827062412433;1006;63;16.68421052631579;1.9846272075376015;5.818665504834496;24;2;22;163;185;-141;-12.818181818181818;22.001064558108396;0;0;0;0
"BWBR0009474";"Wet op de Adviesraad internationale vraagstukken";"Internationaal publiekrecht";1;10;1.0;0.7781512503836436;8;2;0;6;3;1.2;1.375;293;48.833333333333336;36.625;4.182446077578671;4.298033665841139;284;11;30.0625;1.9125862035023398;5.505353065657808;3;0;3;0;3;3;0.5;14.516769683702051;0;0;0;0
"BWBR0009508";"Bankwet 1998";"Bank- en effectenrecht, financiering";19;159;2.2013971243204513;1.6434526764861874;125;34;10;44;104;2.9748427672955975;3.288135593220339;4104;93.27272727272727;32.832;5.612481838242466;5.783933887772886;4005;173;25.766666666666666;1.8824761500811928;5.4760956199863235;55;35;16;8;24;8;0.18181818181818182;21.42435103646443;0;4;0;4
"BWBR0009510";"Uitvoeringswet E.G.-verordening inzake het Gemeenschapsmerk";"Intellectuele eigendom";2;7;0.8450980400142568;0.7781512503836436;6;1;0;6;0;0.8571428571428571;1.0;178;29.666666666666668;29.666666666666668;3.9726932056738598;3.9375971458986725;170;8;26.416666666666668;1.8185710270249398;5.670273913123419;2;0;2;0;2;2;0.3333333333333333;26.17097444702344;0;0;1;1
"BWBR0009584";"Aanwijzingswet controleautoriteit ex artikel 37, verordening betreffende de wederzijdse bijstand tussen de administratieve autoriteiten van de lidstaten en de samenwerking tussen deze autoriteiten en de Commissie met het oog op de juiste toepassing van de douane- en landbouwvoorschriften";"Internationaal publiekrecht";1;3;0.47712125471966244;0.3010299956639812;2;1;0;2;0;0.6666666666666666;1.0;94;47.0;47.0;3.59514949376555;3.626656183791002;89;2;47.0;1.7357954545454546;5.130257801899592;2;0;2;0;2;2;1.0;12.281704545454545;0;0;0;0
"BWBR0009611";"Wet houdende voorschriften betreffende onder meer instelling van voortgezette kunstopleidingen op het gebied van de muziek met ingang van het studiejaar 1998–1999";"Onderwijsrecht";1;15;1.1760912590556813;0.9542425094393249;13;2;0;9;5;1.4;1.5;593;65.88888888888889;45.61538461538461;4.400339745374467;4.490260989664141;576;27;27.73717948717949;1.8814360859720713;5.438006247589679;1;0;1;0;1;1;0.1111111111111111;19.5122699472756;4;0;0;0
"BWBR0009616";"Wet allocatie arbeidskrachten door intermediairs";"Arbeidsrecht en sociaal-zekerheidsrecht";23;150;2.1760912590556813;1.5440680443502757;125;25;6;35;108;2.8333333333333335;3.0683760683760686;5323;152.0857142857143;42.584;5.6777164887731395;5.840844799996383;5258;159;35.904;1.9546053725300403;5.809200277525989;81;33;48;27;75;21;0.6;5.032825483958618;0;0;0;0
"BWBR0009637";"Wet tegemoetkoming schade bij rampen";"Contracten, schade en aansprakelijkheid";7;66;1.8195439355418688;1.1760912590556813;59;7;0;15;50;2.1363636363636362;2.3461538461538463;1792;119.46666666666667;30.372881355932204;5.36216871352343;5.454869158877898;1772;71;26.483050847457626;1.8912469848059652;5.479526743832541;16;11;5;0;5;5;0.3333333333333333;19.955208475245854;0;0;0;0
"BWBR0009642";"Planwet verkeer en vervoer";"Vervoersrecht";8;69;1.8388490907372552;1.2304489213782739;52;17;6;17;45;2.753623188405797;3.1875;1434;84.3529411764706;27.576923076923077;4.9155311993401085;5.047335697549618;1414;74;19.885531135531135;1.9945393262145612;5.734896347183239;22;10;12;1;13;11;0.6470588235294118;17.91315889968405;0;0;0;0
"BWBR0009755";"Elektriciteitswet 1998";"Ondernemingspraktijk";64;1212;3.0835026198302673;2.24551266781415;1030;182;48;176;987;4.051155115511551;4.344385026737968;33539;190.5625;32.5621359223301;6.34267597734729;6.549910006783067;33012;1263;28.046779935275083;1.960047446952266;5.793563683001676;683;482;170;37;207;133;0.7556818181818182;12.547504353534094;0;0;1;1
"BWBR0009757";"Wet tot gemeentelijke herindeling gemeenten Deventer, Diepenveen en Bathmen";"Staats- en bestuursrecht";1;19;1.2787536009528289;1.0;14;5;3;10;5;2.0;2.3846153846153846;268;26.8;19.142857142857142;3.8053373899538694;3.8933262547767202;263;16;19.107142857142858;1.9704660296212706;5.552102877404182;5;0;5;0;5;5;0.5;20.73982389404054;0;0;0;0
"BWBR0009810";"Wet op het overleg huurders verhuurder";"Wonen, onroerend goed, bouwrecht";9;92;1.9637878273455553;1.255272505103306;74;18;4;18;69;3.108695652173913;3.4776119402985075;2203;122.38888888888889;29.77027027027027;5.424666735396058;5.518118055893936;2175;93;25.817567567567572;1.9766363668939166;5.857641066817798;26;17;9;23;32;-14;-0.7777777777777778;13.406732279693585;0;0;0;0
"BWBR0009889";"Wet gemeentelijke herindeling Bommelerwaard";"Staats- en bestuursrecht";1;27;1.4313637641589874;1.0791812460476249;21;6;2;12;12;2.2962962962962963;2.6;530;44.166666666666664;25.238095238095237;4.199255821015866;4.303731949324634;512;24;25.38095238095238;2.003691055686006;5.814005791018095;15;1;14;0;14;14;1.1666666666666667;11.561070022297258;0;0;0;0
"BWBR0009949";"Wet verhoging grens bevoegdheid kantonrechters en appellabiliteit van vonnissen van deze rechters in burgerlijke zaken";"Procesrecht";1;9;0.9542425094393249;0.9030899869919435;8;1;0;8;0;0.8888888888888888;1.0;132;16.5;16.5;3.8296233554295562;3.8526327684241473;128;14;15.4375;1.8154434850863421;5.646196940314589;2;1;1;0;1;1;0.125;37.579418661695485;0;0;0;0
"BWBR0009950";"Telecommunicatiewet";"Informatierecht";85;1948;3.2895889525425965;2.4712917110589387;1676;272;62;296;1589;3.6098562628336754;3.8661684782608696;56167;189.7533783783784;33.51252983293556;6.503754773957709;6.7436782093315415;55781;2121;27.832090294351637;2.0294486429672203;5.970072564246276;820;571;191;65;256;126;0.42567567567567566;6.894073156206275;0;0;5;5
"BWBR0010002";"Wet instelling van een in Nederland zetelend Schots Hof voor de strafrechtelijke vervolging van de personen, aangeduid als «the two accused» in Resolutie 1192 (1998)";"Strafrecht";1;4;0.6020599913279624;0.47712125471966244;3;1;0;3;0;0.75;1.0;118;39.333333333333336;39.333333333333336;3.7437001529479463;3.6694343836022383;114;4;34.0;1.7561167227833894;5.6652003910068425;0;0;0;0;0;0;0.0;23.757525252525284;0;0;0;0
"BWBR0010040";"Wet schuldredenominatie";"Financieel en economisch recht";1;25;1.3979400086720377;1.0;21;4;0;10;14;1.52;1.736842105263158;815;81.5;38.80952380952381;4.730252378145426;4.822677604146602;795;35;26.607142857142858;1.8429033465725229;5.486735974277049;14;9;5;0;5;5;0.5;23.91912687996458;0;0;0;0
"BWBR0010042";"Goedkeurings- en uitvoeringswet Verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart";"Ruimtelijke ordening en milieu";5;9;0.9542425094393249;0.9030899869919435;8;1;0;8;0;0.8888888888888888;1.0;144;18.0;18.0;3.7923419548272834;3.8000682165758866;142;16;12.6875;2.059053657694962;6.036171875;5;2;3;0;3;3;0.375;19.76124805900622;0;0;0;0
"BWBR0010136";"Wet overgang belastingheffing in euro's";"Belastingrecht";1;45;1.6532125137753437;1.2787536009528289;31;14;6;19;19;2.2444444444444445;2.6129032258064515;1279;67.3157894736842;41.25806451612903;5.0258264699362725;5.126622685467933;1192;42;37.935483870967744;2.0381502111630114;5.843386748779355;22;5;17;1;18;16;0.8421052631578947;-4.097023993422994;0;0;0;0
"BWBR0010176";"Wet uitvoering antiboycotverordening";"Financieel en economisch recht";7;7;0.8450980400142568;0.6020599913279624;5;2;0;4;2;1.1428571428571428;1.4;128;32.0;25.6;3.970617279757361;4.015336452696713;123;7;24.3;1.867908737443417;5.505551034643107;2;1;1;0;1;1;0.25;24.145420812286943;0;0;0;0
"BWBR0010178";"Kaderwet subsidies Ministerie van Buitenlandse Zaken";"Internationaal publiekrecht";5;52;1.7160033436347992;0.9542425094393249;46;6;0;9;42;2.1346153846153846;2.3488372093023258;788;87.55555555555556;17.130434782608695;4.987544126680184;5.119401113633122;769;51;15.75;2.150485120703068;6.112758219984005;19;3;12;3;15;9;1.0;8.917708788520429;0;0;0;0
"BWBR0010244";"Reparatiewet I";"Staats- en bestuursrecht";3;262;2.4183012913197452;2.4099331233312946;259;3;0;257;4;1.0114503816793894;1.0154440154440154;2724;10.599221789883268;10.517374517374517;5.313874774303233;5.3155334962117555;2580;517;7.25997425997426;2.2484832951865976;6.917753520077536;7;0;7;0;7;7;0.027237354085603113;9.244439353339999;0;0;0;0
"BWBR0010295";"Wet opheffing Bedrijfschap Detailhandel in Aardappelen, Groenten en Fruit";"Ondernemingspraktijk";1;39;1.591064607026499;1.1760912590556813;30;9;0;15;23;1.564102564102564;1.7666666666666666;1132;75.46666666666667;37.733333333333334;5.091422963258324;5.170892406515931;1119;48;24.505555555555556;1.900370343799793;5.939392353551294;10;4;6;0;6;6;0.4;21.190530025648656;0;0;0;0
"BWBR0010346";"Arbeidsomstandighedenwet";"Arbeidsrecht en sociaal-zekerheidsrecht";26;380;2.57978359661681;1.662757831681574;296;84;54;46;279;3.85;4.32089552238806;10193;221.58695652173913;34.435810810810814;5.850312311604618;6.06561612577391;10010;367;28.769988738738743;1.9186434746857868;5.638968852732527;195;140;47;72;119;-25;-0.5434782608695652;15.316223471762612;0;0;0;0
"BWBR0010366";"Wet houdende machtiging tot medewerking aan de oprichting van een Waarborgfonds voor de zorgsector";"Gezondheidsrecht en farmaceutisch recht";1;5;0.6989700043360189;0.3010299956639812;4;1;0;2;2;1.2;1.6666666666666667;88;44.0;22.0;3.4551790069474526;3.4551790069474526;88;4;22.0;1.6898891869000565;5.277300959909655;0;0;0;0;0;0;0.0;41.540374788255235;0;0;0;0
"BWBR0010388";"Wet op het notarisambt";"Ondernemingspraktijk";45;726;2.8609366207000937;2.184691430817599;606;120;22;153;550;3.257575757575758;3.4938704028021017;22960;150.0653594771242;37.88778877887789;6.381547195927299;6.619766153545591;22655;978;24.87356068940227;1.8621719079178933;5.495297560779146;328;169;130;31;161;99;0.6470588235294118;24.04859249040294;0;1;0;1
"BWBR0010424";"Remigratiewet";"Migratierecht";22;247;2.392696953259666;1.5563025007672873;214;33;5;36;205;3.3036437246963564;3.5736040609137056;6525;181.25;30.490654205607477;5.668988601112881;5.790575991777268;6424;252;27.407320872274145;2.0784741863941454;6.071072918852057;181;88;83;4;87;79;2.1944444444444446;3.1776531456970645;0;0;0;0
"BWBR0010443";"Wet fiscale behandeling van pensioenen";"Belastingrecht";1;12;1.0791812460476249;0.8450980400142568;10;2;0;7;4;1.25;1.4;226;32.285714285714285;22.6;3.9667901896324778;4.053822641597411;216;18;15.65;2.0490227743271228;5.840060705496308;3;1;2;1;3;1;0.14285714285714285;17.602923291925435;0;0;0;0
"BWBR0010459";"Wet aanvulling Algemene wet bestuursrecht met een regeling over de behandeling van klachten door bestuursorganen";"Staats- en bestuursrecht";2;12;1.0791812460476249;0.7781512503836436;10;2;0;6;5;1.3333333333333333;1.5;269;44.833333333333336;26.9;3.539620957153595;3.610666211935637;268;14;26.35;2.061802803881813;6.156817408359962;3;1;2;0;2;2;0.3333333333333333;5.66123279159865;0;0;0;0
"BWBR0010480";"Rijkswet instelling exclusieve economische zone";"Financieel en economisch recht";1;10;1.0;0.6989700043360189;8;2;0;5;4;1.3;1.5714285714285714;222;44.4;27.75;4.136268488301021;4.149598241773329;222;9;27.0625;2.008268613646732;5.828729817130104;0;0;0;11;11;-11;-2.2;9.467037785486525;0;0;0;0
"BWBR0010576";"Rijkswet administratieve bijstand douane";"Belastingrecht";2;119;2.075546961392531;1.2787536009528289;97;22;10;19;89;2.9159663865546217;3.3176470588235296;2192;115.36842105263158;22.5979381443299;5.634331304826544;5.747249157197971;2185;117;19.259450171821307;2.011630027771581;6.2464286222028855;7;7;0;0;0;0;0.0;17.102757726125674;0;0;0;0
"BWBR0010591";"Databankenwet";"Informatierecht";7;76;1.8808135922807914;0.6020599913279624;73;3;0;4;71;2.3026315789473686;2.4;3138;784.5;42.986301369863014;5.7615149988733;5.869281916281567;3089;115;28.444063926940643;1.92056864332545;5.653028276108704;29;1;25;6;31;19;4.75;15.484167888822213;0;2;1;3
"BWBR0010596";"Wet intrekking Wet stimulering zeescheepvaart";"Vervoersrecht";1;9;0.9542425094393249;0.6020599913279624;8;1;0;4;4;1.3333333333333333;1.5714285714285714;215;53.75;26.875;3.7618354226951327;3.855334476968005;214;8;26.875;1.9225464593885646;5.932024225774226;5;1;2;0;2;2;0.5;16.90944453572746;0;0;0;0
"BWBR0011020";"Intrekkingswet Wet regeling onderwijs van Rijkswege in beeldende kunsten";"Onderwijsrecht";2;8;0.9030899869919435;0.6989700043360189;7;1;0;5;2;1.125;1.3333333333333333;186;37.2;26.571428571428573;3.7900998748260757;3.775610033831646;171;8;24.785714285714285;1.6117588795220377;4.772474747474748;0;0;0;0;0;0;0.0;45.32269879243563;0;0;0;0
"BWBR0011173";"Wet flexibel werken";"Arbeidsrecht en sociaal-zekerheidsrecht";4;49;1.6901960800285136;0.8450980400142568;40;9;7;7;34;2.7551020408163267;3.2;1177;168.14285714285714;29.425;5.0235440308264545;5.096515869579894;1173;58;20.229166666666664;1.9290763865845484;5.804307440606579;1;0;1;1;2;0;0.0;23.10253352828056;0;0;0;0
"BWBR0011353";"Wet inkomstenbelasting 2001";"Belastingrecht";646;2567;3.4094258686714434;2.5998830720736876;2212;355;85;398;2083;4.382158161277756;4.6435541859270675;85808;215.59798994974875;38.79204339963834;6.479941821821994;6.657121176480613;84909;2943;30.209038362180316;2.0119478002680857;5.902331822227994;1520;1008;387;826;1213;-439;-1.1030150753768844;5.962042159706954;0;3;0;3
"BWBR0011354";"Invoeringswet Wet inkomstenbelasting 2001";"Belastingrecht";55;312;2.494154594018443;1.5185139398778875;299;13;5;33;273;3.266025641025641;3.353159851301115;15365;465.6060606060606;51.38795986622073;5.681367301847141;5.822781176092118;14405;572;31.226088595973508;1.9442578116720757;5.650304859685749;239;2;237;1;238;236;7.151515151515151;10.656309207629306;0;0;0;0
"BWBR0011405";"Goedkeuringswet DIS-Overeenkomst";"Belastingrecht";2;17;1.2304489213782739;1.0;14;3;0;10;6;1.2941176470588236;1.4285714285714286;564;56.4;40.285714285714285;4.167524059315638;4.216981267201921;538;19;35.892857142857146;1.9857271928030689;5.82234694441947;7;0;7;0;7;7;0.7;2.4112294888603856;0;0;0;0
"BWBR0011406";"Goedkeuringswet Overeenkomst ex artikel K.3 Verdrag betreffende de Europese Unie inzake wederzijdse bijstand en samenwerking tussen de douaneadministraties (Trb. 1998, 174)";"Belastingrecht";2;5;0.6989700043360189;0.6020599913279624;4;1;0;4;0;0.8;1.0;166;41.5;41.5;4.0921043945762685;4.176419523703491;158;4;41.5;1.8624316294034604;5.566347631241997;3;2;1;0;1;1;0.25;7.150784152467253;0;0;0;0
"BWBR0011440";"Gaswet";"Ondernemingspraktijk";63;1157;3.0633333589517497;2.225309281725863;992;165;43;168;945;4.014693171996543;4.29082774049217;31815;189.375;32.07157258064516;6.3149142889198115;6.515397598904892;31297;1223;27.44107382872504;1.9624971889438223;5.806523037132184;649;499;108;26;134;82;0.4880952380952381;12.95504787919674;0;0;2;2
"BWBR0011453";"Wet studiefinanciering 2000";"Onderwijsrecht";184;880;2.9444826721501687;2.3010299956639813;715;165;52;200;627;3.764772727272727;4.078003120124805;23454;117.27;32.8027972027972;6.06029509972686;6.207337671943303;22965;962;25.831342958117155;1.9116638598303164;5.657684197714873;658;394;190;89;279;101;0.505;18.889424355866367;0;1;3;4
"BWBR0011454";"Wet gemeentelijke herindeling West-Overijssel";"Staats- en bestuursrecht";1;34;1.5314789170422551;1.0791812460476249;25;9;4;12;17;2.323529411764706;2.7083333333333335;765;63.75;30.6;4.580753310766288;4.710790195967898;731;56;21.417333333333335;1.9847969329669735;5.66897248721356;20;2;18;0;18;18;1.5;17.182586137660735;0;0;0;0
"BWBR0011455";"Wet gemeentelijke herindeling Over-Betuwe";"Staats- en bestuursrecht";1;21;1.3222192947339193;0.9542425094393249;17;4;2;9;9;2.238095238095238;2.5625;415;46.111111111111114;24.41176470588235;3.9849651025094976;4.136879260261876;406;19;24.441176470588236;1.9532281321435345;5.48924753694521;10;0;10;0;10;10;1.1111111111111112;16.78410590300993;0;0;0;0
"BWBR0011467";"Wet gemeentelijke herindeling deel provincie Utrecht";"Staats- en bestuursrecht";1;25;1.3979400086720377;0.9542425094393249;20;5;2;9;13;2.36;2.6842105263157894;470;52.22222222222222;23.5;4.253027832762842;4.35608248590515;456;34;17.94166666666667;1.9708283859908167;5.619753913966803;13;0;13;0;13;13;1.4444444444444444;21.892126878510254;0;0;0;0
"BWBR0011470";"Wet personenvervoer 2000";"Vervoersrecht";45;735;2.8662873390841948;2.2121876044039577;603;132;36;163;535;3.834013605442177;4.128158844765343;18759;115.08588957055214;31.109452736318406;6.012095639305897;6.240616027337185;18310;750;26.939192924267555;1.9611200691466428;5.818262851404344;430;262;87;61;148;26;0.15950920245398773;13.580961332062458;0;2;0;2
"BWBR0011633";"Wet tot gemeentelijke herindeling in een deel van Twente";"Staats- en bestuursrecht";1;31;1.4913616938342726;1.0791812460476249;23;8;4;12;14;2.2580645161290325;2.6363636363636362;631;52.583333333333336;27.434782608695652;4.487429767122029;4.642991923531877;607;50;18.5231884057971;2.001264990118198;5.662538419772235;17;2;15;0;15;15;1.25;18.726945604116395;0;0;0;0
"BWBR0011757";"Intrekkingswet van de Radio-Omroep-Zender-Wet 1935 en enige daarmee verband houdende wettelijke voorzieningen";"Cultureel recht";1;8;0.9030899869919435;0.6989700043360189;7;1;0;5;2;1.125;1.3333333333333333;163;32.6;23.285714285714285;4.141441343510495;4.123200628232603;161;12;13.714285714285714;2.1034650833037927;6.697280999142701;2;0;2;0;2;2;0.4;14.961853952499183;0;0;0;0
"BWBR0011790";"Wet houdende uitbreiding toepassingsgebied Wet beheer rijkswaterstaatswerken tot de exclusieve economische zone";"Ruimtelijke ordening en milieu;Ruimtelijke ordening en milieu";1;12;1.0791812460476249;0.6989700043360189;8;4;0;5;6;1.4166666666666667;1.75;289;57.8;36.125;3.92424710608075;4.064608861006405;279;15;20.416666666666664;1.9910729697517673;6.262235887354557;7;1;6;0;6;6;1.2;17.66731009233385;0;0;0;0
"BWBR0011823";"Vreemdelingenwet 2000";"Migratierecht";58;1180;3.0718820073061255;2.2624510897304293;966;214;75;183;921;4.511864406779661;4.871080139372823;29675;162.1584699453552;30.71946169772257;6.128618522517142;6.33184423313308;29091;1205;25.673050379572118;1.9033583409227393;5.671815299721121;648;451;166;220;386;-54;-0.29508196721311475;19.752738222670587;0;1;0;1
"BWBR0011919";"Wet bevordering eigenwoningbezit";"Wonen, onroerend goed, bouwrecht";45;228;2.357934847000454;1.6434526764861874;180;48;18;44;165;3.4166666666666665;3.8238993710691824;5048;114.72727272727273;28.044444444444444;5.633599559634831;5.7422861588326715;4925;244;22.583439153439155;1.9733681789640254;5.84464010749282;114;78;33;8;41;25;0.5681818181818182;16.96586131890274;0;0;0;0
"BWBR0011938";"Wet tot regeling van het conflictenrecht met betrekking tot verevening pensioenrechten bij scheiding";"Internationaal privaatrecht Inclusief internationaal procesrecht";1;6;0.7781512503836436;0.47712125471966244;4;2;0;3;2;1.1666666666666667;1.5;75;25.0;18.75;3.2754535248739125;3.3139617015716873;75;6;17.75;2.2093915343915347;6.818518518518518;0;0;0;0;0;0;0.0;1.9042261904762086;0;0;0;0
