"id";"title";"legal_areas";"revisions";"nodes";"log_nodes";"log_section_nodes";"text_nodes";"nontext_nodes";"above_section_nodes";"section_nodes";"below_section_nodes";"mean_depth";"mean_leaf_depth";"tokens";"tokens_per_section";"tokens_per_text_node";"entropy_lemma";"entropy_word";"num_words";"num_sentences";"avg_sentence_length";"avg_syllables_per_word";"avg_word_length";"citations";"citations_internal";"citations_out";"citations_in";"citations_external";"net_flow";"net_flow_per_section";"flesch";"bijlage_cits";"unkown_doc";"empty_doc";"bad_doc"
"BWBR0001823";"Wet instelling van de Orde van de Nederlandse Leeuw";"Staats- en bestuursrecht";1;23;1.3617278360175928;1.0;16;7;0;10;12;1.4782608695652173;1.75;371;37.1;23.1875;4.638558824950107;4.625596192073985;371;23;18.604166666666668;1.7926763922352158;5.294306448795163;0;0;0;0;0;0;0.0;36.29134805023409;0;0;0;0
"BWBR0001826";"Stelselwet";"Belastingrecht";1;85;1.9294189257142929;1.2041199826559248;78;7;0;16;68;2.1176470588235294;2.3088235294117645;4725;295.3125;60.57692307692308;6.314440257476796;6.417565773181629;4699;231;27.93929823737516;1.9601912180919117;5.6365691337916;5;5;0;0;0;0;0.0;12.644435238488512;0;0;0;0
"BWBR0001827";"Wetboek van Burgerlijke Rechtsvordering (geldt in geval van digitaal procederen)";"Procesrecht";98;3631;3.560026248912892;2.999130541287371;2874;757;163;998;2469;4.750757367116496;5.016429353778752;106681;106.89478957915831;37.119345859429366;6.700639849642387;6.975501316361744;105081;4395;25.993475991649273;1.8326103733817631;5.487671579111141;2048;1090;431;1481;1912;-1050;-1.0521042084168337;25.412784280378844;0;47;9;56
"BWBR0001830";"Wet op de rechterlijke organisatie";"Procesrecht";46;834;2.921166050637739;2.24551266781415;683;151;29;176;628;4.375299760191846;4.648522550544324;18936;107.5909090909091;27.724743777452417;5.949586133563183;6.170346171393672;18672;917;20.385358711566617;2.0018301700306944;6.2170598291215935;454;141;192;196;388;-4;-0.022727272727272728;16.789028523163154;0;1;3;4
"BWBR0001833";"Wet algemene bepalingen ";"Staats- en bestuursrecht";3;9;0.9542425094393249;0.9030899869919435;8;1;0;8;0;0.8888888888888888;1.0;163;20.375;20.375;3.962212777150137;3.9804534924280306;163;9;19.0625;1.8119147157190636;5.469148401417423;0;0;0;1;1;-1;-0.125;34.19857755016724;0;0;0;0
"BWBR0001834";"Overgangswet";"Staats- en bestuursrecht";1;100;2.0;1.7708520116421442;73;27;14;59;26;2.1;2.3378378378378377;2825;47.88135593220339;38.6986301369863;5.515294654808164;5.674493577655109;2769;86;34.51027397260274;1.9057457936638833;5.658203271980674;20;19;1;1;2;0;0.0;10.5809777738437;0;0;0;0
"BWBR0001835";"Afschaffingswet";"Staats- en bestuursrecht";1;10;1.0;0.8450980400142568;8;2;0;7;2;1.1;1.25;311;44.42857142857143;38.875;4.033081231076981;4.082755240720008;307;12;27.125;1.9805702849652316;5.862595974287151;3;0;3;0;3;3;0.42857142857142855;11.746878891941435;0;0;0;0
"BWBR0001838";"Wetboek van Koophandel";"Ondernemingspraktijk";14;777;2.890421018800914;2.3710678622717363;549;228;93;235;448;4.409266409266409;4.670157068062827;17321;73.70638297872341;31.550091074681237;6.319699884243615;6.484595449917098;17217;730;24.927666464278484;1.808695122594979;5.481829883258184;132;64;27;53;80;-26;-0.11063829787234042;28.517811167222135;0;0;0;0
"BWBR0001840";"Grondwet";"Staats- en bestuursrecht";7;396;2.597695185925512;2.1702617153949575;308;88;15;148;232;3.0277777777777777;3.2532894736842106;7351;49.66891891891892;23.866883116883116;5.914047985352191;6.153959716964819;7307;533;15.458820346320346;1.844965090482329;5.542527118779615;42;35;2;126;128;-124;-0.8378378378378378;35.06025069367985;0;0;2;2
"BWBR0001842";"Onteigeningswet";"Ruimtelijke ordening en milieu";37;471;2.673020907128896;2.075546961392531;380;91;19;119;332;3.4501061571125264;3.725988700564972;15583;130.94957983193277;41.007894736842104;6.277388588366891;6.514627899583826;15314;588;28.666172248803836;1.88808491126003;5.60210528067476;572;223;109;70;179;39;0.3277310924369748;18.0068516748656;0;1;0;1
"BWBR0001844";"Wet ministeriële verantwoordelijkheid en ambtsdelicten leden Staten-Generaal, ministers en staatssecretarissen";"Staats- en bestuursrecht";3;52;1.7160033436347992;1.3222192947339193;36;16;6;21;24;3.1923076923076925;3.6176470588235294;920;43.80952380952381;25.555555555555557;4.706050411813605;4.850126247133785;909;43;22.319444444444443;1.8571710991080588;5.73351214039422;10;4;6;4;10;2;0.09523809523809523;27.06408890434713;0;0;0;0
"BWBR0001845";"Uitvoeringswet der bepalingen van de artikelen 33, 36, 37 en 38 der herziene akte omtrent de Rijnvaart";"Vervoersrecht";1;26;1.414973347970818;0.8450980400142568;20;6;0;7;18;1.7307692307692308;2.0;627;89.57142857142857;31.35;4.943145601304214;5.014498797248093;616;22;28.65;1.9365487014326792;5.864856820499007;0;0;0;0;0;0;0.0;13.923229858795366;0;1;0;1
"BWBR0001846";"Wet afschaffing doodstraf";"Strafrecht";1;5;0.6989700043360189;0.3010299956639812;3;2;0;2;2;1.2;1.6666666666666667;127;63.5;42.333333333333336;3.660359470574071;3.6368629559788186;124;5;26.833333333333332;1.6947278911564627;5.248279544375889;1;1;0;0;0;0;0.0;36.22518707482996;0;0;0;0
"BWBR0001847";"Consulaire Wet";"Staats- en bestuursrecht";4;69;1.8388490907372552;1.3424226808222062;56;13;2;22;44;2.7681159420289854;3.018867924528302;1777;80.77272727272727;31.732142857142858;5.4130486649393035;5.569854566647418;1769;78;25.601190476190474;1.985868035361316;5.7222903180228695;8;4;4;5;9;-1;-0.045454545454545456;12.845355875099358;0;0;0;0
"BWBR0001850";"Wet vernieuwing hypothecaire inschrijvingen";"Goederenrecht";1;26;1.414973347970818;0.8450980400142568;20;6;0;7;18;1.7692307692307692;2.0526315789473686;680;97.14285714285714;34.0;4.934220390209916;4.983690822029929;668;26;27.03333333333334;1.8847933163787587;5.76462098850996;4;4;0;0;0;0;0.0;19.942652101023697;0;0;0;0
"BWBR0001851";"Wet rechten burgerlijke stand";"Openbare orde en veiligheidsrecht";5;26;1.414973347970818;0.8450980400142568;20;6;0;7;18;1.9615384615384615;2.3333333333333335;534;76.28571428571429;26.7;4.79024695334463;4.897740364351366;519;24;23.116666666666667;1.8022702364258714;5.352787295660806;6;1;5;2;7;3;0.42857142857142855;30.899521331704648;0;0;0;0
"BWBR0001854";"Wetboek van Strafrecht";"Strafrecht";111;2136;3.3296012483565187;2.8305886686851442;1768;368;62;677;1396;3.851123595505618;4.093769666456891;59828;88.37223042836041;33.839366515837106;6.489561994897212;6.712316977984526;58988;2272;29.241031027795728;1.8538859354899966;5.578527640556826;1422;713;135;1704;1839;-1569;-2.317577548005908;20.316603364333645;0;15;8;23
"BWBR0001855";"Invoeringswet Wetboek van Strafrecht";"Strafrecht";1;157;2.1958996524092336;1.6434526764861874;137;20;7;44;105;2.751592356687898;2.933333333333333;3400;77.27272727272727;24.817518248175183;5.48069810427317;5.519529877089523;3046;389;12.549019654311628;2.0587554494511893;6.026056789422282;48;9;22;0;22;22;0.5;19.927034027303108;0;4;0;4
"BWBR0001857";"Wet tot regeling van het Militair Onderwijs bij de Landmacht";"Arbeidsrecht en sociaal-zekerheidsrecht";1;212;2.3263358609287517;1.7323937598229686;200;12;11;54;146;3.2830188679245285;3.5028248587570623;4706;87.14814814814815;23.53;6.012952879275488;6.101943914863352;4623;300;13.700903846153844;2.024041931118058;6.201389242750629;10;7;3;0;3;3;0.05555555555555555;21.694635223566138;0;0;0;0
"BWBR0001858";"Wet i.v.m. het overgaan van de Kroon op een Koningin";"Staats- en bestuursrecht";1;6;0.7781512503836436;0.47712125471966244;4;2;0;3;2;1.1666666666666667;1.5;114;38.0;28.5;3.671503169461827;3.671503169461827;113;4;28.5;1.9460851648351647;5.739423076923077;0;0;0;0;0;0;0.0;13.268695054945084;0;0;0;0
"BWBR0001859";"Wet instelling van de Orde van Oranje-Nassau";"Staats- en bestuursrecht";1;19;1.2787536009528289;1.041392685158225;15;4;0;11;7;1.3157894736842106;1.4666666666666666;491;44.63636363636363;32.733333333333334;4.708778158981028;4.724103741285827;491;27;18.022222222222226;1.7862319097340411;5.340511013900576;0;0;0;0;0;0;0.0;37.42722488094458;0;0;0;0
"BWBR0001860";"Faillissementswet";"Insolventierecht;Insolventierecht";64;2169;3.336259552014193;2.7573960287930244;1761;408;51;572;1545;4.069617335177501;4.304321728691477;65237;114.0506993006993;37.04542873367405;6.540470598382488;6.770068676253765;64139;2425;28.492523187582815;1.8984087681615491;5.708179189474264;1290;857;243;163;406;80;0.13986013986013987;17.30970717813642;0;16;1;17
"BWBR0001863";"Wet militaire inundatiën";"Staats- en bestuursrecht";2;21;1.3222192947339193;0.8450980400142568;17;4;0;7;13;1.5714285714285714;1.8125;742;106.0;43.64705882352941;4.7468053934314245;4.850717490730408;734;34;27.955882352941178;1.9088114213734542;5.777831902662463;8;7;1;1;2;0;0.0;16.974333163570492;0;0;0;0
"BWBR0001867";"Waterstaatswet 1900";"Ruimtelijke ordening en milieu";14;80;1.9030899869919435;1.3010299956639813;48;32;19;20;40;2.2375;2.4915254237288136;1847;92.35;38.479166666666664;5.559603630307518;5.703094538294868;1807;70;32.3125;1.9032001252096258;5.666952840284666;15;12;3;20;23;-17;-0.85;13.027081907265682;0;0;0;0
"BWBR0001869";"Wetboek van Militair Strafrecht";"Staats- en bestuursrecht";6;385;2.5854607295085006;2.1398790864012365;300;85;28;138;218;3.5792207792207793;3.8823529411764706;10066;72.94202898550725;33.553333333333335;5.770112531615097;5.982221876685113;9961;333;31.256666666666668;1.8428556876970277;5.5652868538358025;177;76;40;40;80;0;0.0;19.203892154164805;0;1;0;1
"BWBR0001875";"Uitvoeringswet Rechtsvorderingsverdrag 1905";"Procesrecht";5;85;1.9294189257142929;1.5185139398778875;64;21;5;33;46;2.541176470588235;2.8360655737704916;2778;84.18181818181819;43.40625;5.498872944076767;5.632871781521009;2718;109;28.436197916666668;1.8725325869892817;5.599234751978284;21;8;13;0;13;13;0.3939393939393939;19.55600225529014;0;0;0;0
"BWBR0001876";"Schepenwet";"Vervoersrecht";7;367;2.5646660642520893;1.9138138523837167;289;78;19;82;265;3.553133514986376;3.856115107913669;10984;133.9512195121951;38.00692041522491;6.29990646370961;6.513856524308684;10857;490;25.956525596664004;1.8744345999749632;5.646440281064801;113;95;6;24;30;-18;-0.21951219512195122;21.91195936150416;0;15;25;40
"BWBR0001881";"Wet vorm van de eed";"Staats- en bestuursrecht";1;6;0.7781512503836436;0.47712125471966244;5;1;0;3;2;1.1666666666666667;1.5;182;60.666666666666664;36.4;3.536830038573374;3.6277209120632525;180;8;29.76666666666667;1.7779189689766937;5.278101636667427;2;2;0;0;0;0;0.0;26.20988855790506;0;0;0;0
"BWBR0001886";"Auteurswet";"Intellectuele eigendom";23;600;2.7781512503836434;2.2095150145426308;501;99;18;162;419;3.36;3.5982532751091703;20077;123.9320987654321;40.07385229540918;6.423004621101418;6.655761570156343;19865;719;29.31719893546241;1.9085209072227793;5.683764494523801;211;185;23;62;85;-39;-0.24074074074074073;15.61717432945855;0;1;0;1
"BWBR0001887";"Wet tot verlenen vrijdom van grondbelasting en van personele belasting voor het Vredespaleis te 's-Gravenhage";"Belastingrecht";1;4;0.6020599913279624;0.47712125471966244;3;1;0;3;0;0.75;1.0;63;21.0;21.0;3.2998296856670923;3.2998296856670923;60;4;15.333333333333334;2.032885243411559;5.73982683982684;1;1;0;0;0;0;0.0;19.28957507404877;0;0;0;0
"BWBR0001888";"Ziektewet";"Arbeidsrecht en sociaal-zekerheidsrecht";151;868;2.938519725176492;2.1958996524092336;753;115;22;157;688;3.966589861751152;4.216095380029806;29876;190.29299363057325;39.67596281540504;5.990004367616456;6.170888215834259;29289;1022;31.52405931828242;1.9292264308040494;5.730031250609438;843;389;412;476;888;-64;-0.40764331210191085;11.625523745920788;0;3;2;5
"BWBR0001891";"Eedswet 1971";"Staats- en bestuursrecht";1;4;0.6020599913279624;0.47712125471966244;3;1;0;3;0;0.75;1.0;119;39.666666666666664;39.666666666666664;3.565200166955062;3.692724597775502;118;8;24.166666666666668;1.7671840354767185;5.253732446415373;0;0;0;0;0;0;0.0;32.802063932002966;0;0;0;0
"BWBR0001903";"Wetboek van Strafvordering";"Procesrecht";121;5573;3.7460890430562004;3.0461047872460387;4482;1091;224;1112;4236;4.792033016328728;5.076261056657901;156720;140.93525179856115;34.9665327978581;6.632825056730082;6.86854113038239;155370;6527;25.56860376457588;1.8699412580611487;5.631214323668368;3461;1879;559;1658;2217;-1099;-0.9883093525179856;22.685836746982346;0;4;4;8
"BWBR0001905";"Verenwet";"Vervoersrecht";4;150;2.1760912590556813;1.6812412373755872;127;23;5;48;96;3.466666666666667;3.7;4327;90.14583333333333;34.07086614173228;5.899017737494507;6.026981498985944;4270;211;25.539370078740163;1.810129687012153;5.5614341828553755;51;46;5;0;5;5;0.10416666666666667;27.775567848850613;0;0;0;0
"BWBR0001906";"Handelsnaamwet";"Intellectuele eigendom";5;42;1.6232492903979006;1.1760912590556813;33;9;1;15;25;1.6904761904761905;1.878787878787879;1315;87.66666666666667;39.84848484848485;5.150079066659688;5.279464034684253;1307;69;22.814646464646465;1.809306024773321;5.438794154734455;13;8;1;2;3;-1;-0.06666666666666667;30.610844142560893;0;0;0;0
"BWBR0001917";"Wet tot regeling pensioenen voor de reserve-adjudanten-onderofficier van de landmacht";"Arbeidsrecht en sociaal-zekerheidsrecht";1;6;0.7781512503836436;0.47712125471966244;4;2;0;3;2;1.1666666666666667;1.5;388;129.33333333333334;97.0;4.165574383661387;4.250708517871214;354;13;31.416666666666664;1.903193461758941;5.611444588831134;9;9;0;0;0;0;0.0;13.93691646852696;0;0;0;0
"BWBR0001926";"Invoeringswet Wetboek van Strafvordering";"Procesrecht";1;241;2.3820170425748683;2.3502480183341627;233;8;7;224;9;2.029045643153527;2.0606060606060606;1479;6.602678571428571;6.347639484978541;2.4304489488581247;2.427175526517818;1467;680;3.328898426323316;2.7511626010164054;6.943309553515902;18;2;12;0;12;12;0.05357142857142857;-29.292187948706044;0;0;1;1
"BWBR0001933";"Zeebrievenwet";"Vervoersrecht";5;108;2.03342375548695;1.4313637641589874;89;19;0;27;80;1.8333333333333333;2.0602409638554215;2877;106.55555555555556;32.325842696629216;5.463481405016447;5.621706438527242;2817;142;21.235955056179773;1.9513276101412895;5.9053120771274425;53;35;18;6;24;12;0.4444444444444444;20.198189800024466;0;0;0;0
"BWBR0001936";"Belemmeringenwet Privaatrecht";"Ruimtelijke ordening en milieu";7;60;1.7781512503836436;1.255272505103306;49;11;0;18;41;1.7333333333333334;1.9148936170212767;2612;145.11111111111111;53.30612244897959;5.494336362642004;5.632741206104515;2570;87;36.566180758017495;1.8468345089000773;5.609831444143003;32;29;3;49;52;-46;-2.5555555555555554;13.478127077665732;0;0;0;0
"BWBR0001937";"Wet op de collectieve arbeidsovereenkomst ";"Arbeidsrecht en sociaal-zekerheidsrecht";4;49;1.6901960800285136;1.4471580313422192;39;10;0;28;20;1.3877551020408163;1.5128205128205128;1358;48.5;34.82051282051282;4.87123759150679;4.987717391583293;1349;54;29.358974358974354;2.024220903111034;6.164424580072218;8;1;7;8;15;-1;-0.03571428571428571;5.786552622447573;0;0;0;0
"BWBR0001939";"Natuurschoonwet 1928";"Ruimtelijke ordening en milieu";16;102;2.0086001717619175;1.1760912590556813;90;12;0;15;86;2.2450980392156863;2.419753086419753;3891;259.4;43.233333333333334;5.2819164315317115;5.441040992230161;3828;150;27.283703703703708;1.894577493470244;5.548501279746862;65;53;12;9;21;3;0.2;18.860784793158132;0;0;0;0
"BWBR0001941";"Opiumwet";"Gezondheidsrecht en farmaceutisch recht;Openbare orde en veiligheidsrecht";38;172;2.2355284469075487;1.5563025007672873;150;22;0;36;135;2.0872093023255816;2.3206106870229006;4555;126.52777777777777;30.366666666666667;5.689980741025476;5.849593195210463;4438;213;22.6384126984127;1.8386696925892283;5.412051968980116;103;84;13;38;51;-25;-0.6944444444444444;28.305555118062415;37;0;0;0
"BWBR0001947";"Ambtenarenwet 2017";"Arbeidsrecht en sociaal-zekerheidsrecht";53;120;2.0791812460476247;1.3222192947339193;97;23;6;21;92;3.0833333333333335;3.4555555555555557;2921;139.0952380952381;30.11340206185567;5.448315311347063;5.643196314501103;2863;112;25.97422680412371;1.976345981168024;5.891741078760457;70;5;65;41;106;24;1.1428571428571428;13.272289786999636;0;1;2;3
"BWBR0001948";"Wegenwet";"Vervoersrecht";9;196;2.292256071356476;1.7634279935629373;151;45;13;58;124;3.0918367346938775;3.4397163120567376;4977;85.8103448275862;32.96026490066225;5.711358135539426;5.83871668601803;4900;232;23.576710816777044;1.7749925106305102;5.331284593490279;92;65;9;30;39;-21;-0.3620689655172414;32.74027212163014;0;0;0;0
"BWBR0001951";"Wet op de strandvonderij";"Openbare orde en veiligheidsrecht";5;52;1.7160033436347992;1.3979400086720377;41;11;0;25;26;1.4807692307692308;1.6341463414634145;1672;66.88;40.78048780487805;5.514082524503572;5.603549654477688;1645;61;28.32520325203252;1.8284140851755912;5.5317169067103675;18;12;6;3;9;3;0.12;23.401087093331995;0;2;0;2
"BWBR0001952";"Wet ambtenaren defensie";"Arbeidsrecht en sociaal-zekerheidsrecht";19;249;2.3961993470957363;1.662757831681574;214;35;10;46;192;3.1244979919678717;3.375;6038;131.2608695652174;28.214953271028037;5.994217126809524;6.243649092211153;6003;266;23.800623052959505;2.043954780725621;6.107174410096966;71;7;59;25;84;34;0.7391304347826086;9.758793151858612;0;0;0;0
"BWBR0001959";"Wet uitvoering rechtsvorderingsverdrag Groot-Brittannië";"Internationaal privaatrecht Inclusief internationaal procesrecht";4;41;1.6127838567197355;1.255272505103306;28;13;6;18;16;2.1951219512195124;2.5925925925925926;1206;67.0;43.07142857142857;5.139411612149726;5.238986914102064;1191;69;20.928217120181408;1.8933948360942292;5.681356983267731;6;4;2;0;2;2;0.1111111111111111;25.411656489444084;0;0;0;0
"BWBR0001960";"Mijnwerkersinvaliditeitswet";"Arbeidsrecht en sociaal-zekerheidsrecht";1;7;0.8450980400142568;0.3010299956639812;4;3;0;2;4;1.4285714285714286;2.0;218;109.0;54.5;4.190689345073875;4.255941233119511;208;6;44.0;1.7135581061692968;5.192025243832473;2;2;0;0;0;0;0.0;17.207984218077513;0;0;0;0
"BWBR0001963";"Wrakkenwet";"Vervoersrecht";3;24;1.380211241711606;1.1139433523068367;20;4;0;13;10;1.375;1.5;757;58.23076923076923;37.85;4.759091230715234;4.891479663941851;740;32;28.633333333333336;1.8297571438492555;5.332842609700733;17;8;1;0;1;1;0.07692307692307693;22.974712297019664;0;0;0;0
"BWBR0001969";"Warenwet";"Levensmiddelenrecht;Ondernemingspraktijk";29;266;2.424881636631067;1.7708520116421442;229;37;0;59;206;2.037593984962406;2.253731343283582;8848;149.96610169491527;38.63755458515284;5.803151646076309;6.023593942306834;8764;309;31.000363901018925;1.930242357354207;5.617100480057296;216;81;17;53;70;-36;-0.6101694915254238;12.071127208299913;0;0;1;1
"BWBR0001972";"Wet overbrenging consignatiekas naar de Nederlandsche Bank";"Financieel en economisch recht";1;34;1.5314789170422551;1.1139433523068367;25;9;0;13;20;1.5588235294117647;1.8;1060;81.53846153846153;42.4;5.240331082037043;5.2734660410247365;1044;34;32.37;1.8710062038908961;5.551003686330733;9;9;0;0;0;0;0.0;15.692325150830214;0;0;0;0
"BWBR0001980";"Wet op de weerkorpsen";"Openbare orde en veiligheidsrecht";1;16;1.2041199826559248;0.6989700043360189;9;7;3;5;7;2.125;2.4545454545454546;171;34.2;19.0;4.158871493815897;4.1764195237034905;169;10;17.61111111111111;1.5989615556367474;5.051330066969181;2;2;0;1;1;-1;-0.2;53.68757461535341;0;0;0;0
"BWBR0001986";"Wet op de goudclausules 1937";"Financieel en economisch recht";1;11;1.041392685158225;0.7781512503836436;9;2;0;6;4;1.2727272727272727;1.5;280;46.666666666666664;31.11111111111111;4.263941812721864;4.309737264013485;272;13;22.75925925925926;1.7585990260050939;5.236279165395698;1;1;0;0;0;0;0.0;34.95687425182095;0;0;0;0
"BWBR0001987";"Wet op het algemeen verbindend en het onverbindend verklaren van bepalingen van collectieve arbeidsovereenkomsten";"Arbeidsrecht en sociaal-zekerheidsrecht";15;104;2.0170333392987803;1.3617278360175928;90;14;0;23;80;2.0865384615384617;2.2857142857142856;3081;133.95652173913044;34.233333333333334;5.4828610264293545;5.6444432785265235;3047;146;24.112777777777783;2.3082897731090912;6.773741940291436;44;17;27;13;40;14;0.6086956521739131;-12.920784249473542;0;0;0;0
"BWBR0001989";"Wet houdende de omzetting van de Rijksstudiedienst voor de luchtvaart in een stichting";"Vervoersrecht";6;11;1.041392685158225;0.6989700043360189;9;2;0;5;5;1.5454545454545454;1.75;326;65.2;36.22222222222222;4.358903118498082;4.403211303780623;326;13;22.870370370370367;1.8804562459860295;5.528859795939258;0;0;0;0;0;0;0.0;24.534975663656013;0;0;0;0
"BWBR0001993";"Wet tot regeling van pensioenen reserve-officieren der Koninklijke landmacht";"Arbeidsrecht en sociaal-zekerheidsrecht";1;7;0.8450980400142568;0.6020599913279624;5;2;0;4;2;1.1428571428571428;1.4;250;62.5;50.0;3.9917886501802333;3.978015057639725;238;6;42.6;1.7778925509360293;5.637491552375273;5;5;0;0;0;0;0.0;13.186290190811945;0;0;0;0
"BWBR0001995";"Wet medewerking verdedigingsvoorbereiding ";"Staats- en bestuursrecht";7;52;1.7160033436347992;1.1139433523068367;44;8;0;13;38;1.9423076923076923;2.175;1263;97.15384615384616;28.704545454545453;5.155899763105094;5.313695077578343;1242;65;20.931818181818183;2.008929506692681;5.8732684390305705;23;8;15;0;15;15;1.1538461538461537;15.633768279253758;0;1;0;1
"BWBR0001996";"Bodemproductiewet 1939";"Staats- en bestuursrecht";4;30;1.4771212547196624;1.0;28;2;0;10;19;1.6;1.76;687;68.7;24.535714285714285;4.463846918054951;4.562147643748956;678;55;14.028571428571428;2.1631533404066086;6.409827525190032;13;5;8;2;10;6;0.6;9.593227401600927;0;1;0;1
"BWBR0001997";"Distributiewet ";"Staats- en bestuursrecht";9;52;1.7160033436347992;1.0791812460476249;42;10;5;12;34;2.5576923076923075;2.918918918918919;1356;113.0;32.285714285714285;4.958750483699395;5.116782897765649;1335;90;17.97063492063492;1.9108950847910053;5.678105934048795;33;11;4;16;20;-12;-1.0;26.93308138223651;0;0;0;0
"BWBR0001998";"Wet behoud scheepsruimte 1939";"Vervoersrecht";3;51;1.7075701760979363;1.041392685158225;45;6;0;11;39;1.9019607843137254;2.125;1204;109.45454545454545;26.755555555555556;4.959852543364614;5.085413972517278;1167;82;17.862962962962964;1.8692935635640267;5.7127606427110145;22;13;9;0;9;9;0.8181818181818182;30.561857115075952;0;0;0;0
"BWBR0001999";"Zee- en luchtvaartverzekeringswet 1939";"Vervoersrecht;Contracten, schade en aansprakelijkheid";3;48;1.6812412373755872;0.9030899869919435;43;5;0;8;39;2.2916666666666665;2.5405405405405403;1218;152.25;28.325581395348838;5.200045087734132;5.213913638238231;1185;69;17.17635658914729;2.15434529191082;6.418364751736937;12;2;10;0;10;10;1.25;7.143386366360119;0;0;1;1
"BWBR0002001";"Wet herziening Wet instelling Militaire Willems-Orde";"Staats- en bestuursrecht";2;55;1.7403626894942439;1.2041199826559248;43;12;1;16;37;1.8545454545454545;2.097560975609756;1356;84.75;31.53488372093023;5.518064368716235;5.616526355540057;1326;91;16.225858250276858;1.786024943864745;5.331112197157936;2;2;0;0;0;0;0.0;39.268043625011586;0;0;0;0
"BWBR0002020";"Wet territoriale bevoegdheid van enkele notarissen";"Ondernemingspraktijk";1;3;0.47712125471966244;0.3010299956639812;2;1;0;2;0;0.6666666666666666;1.0;51;25.5;25.5;3.163424050423405;3.163424050423405;47;2;25.5;1.9305555555555556;5.525;0;0;0;0;0;0;0.0;17.627500000000026;0;0;0;0
"BWBR0002029";"Wet voorbereiding van de vaststelling van een Centraal Economisch Plan ";"Financieel en economisch recht";4;25;1.3979400086720377;0.9030899869919435;20;5;0;8;16;1.72;2.0;421;52.625;21.05;4.507316197951456;4.5528581044812695;421;28;16.775;1.9164621411873566;5.771675215349785;0;0;0;0;0;0;0.0;27.67567785554965;0;0;0;0
"BWBR0002030";"Wet van 24 april 1947, houdende voorzieningen onder den vijand aangetroffen goederen";"Staats- en bestuursrecht";1;22;1.3424226808222062;0.8450980400142568;19;3;0;7;14;1.7272727272727273;2.0;648;92.57142857142857;34.10526315789474;4.912045088090277;4.964298106909302;638;28;25.429824561403507;1.8267195333261832;5.462758158716722;3;3;0;0;0;0;0.0;26.48325555078037;0;0;0;0
"BWBR0002031";"Wet vernieuwing hypothecaire inschrijvingen ten hypotheekkantore Nijmegen";"Goederenrecht";1;33;1.5185139398778875;0.9030899869919435;26;7;0;8;24;1.878787878787879;2.16;1107;138.375;42.57692307692308;5.2507519296914715;5.329255508844973;1088;46;26.923076923076923;1.87743702999819;5.73713806396113;6;6;0;0;0;0;0.0;20.676904185230086;0;0;0;0
"BWBR0002032";"Wet buitengewoon pensioen 1940-1945";"Arbeidsrecht en sociaal-zekerheidsrecht";41;328;2.515873843711679;1.8260748027008264;269;59;19;67;241;3.277439024390244;3.5755102040816324;12259;182.97014925373134;45.572490706319705;5.909428443565998;6.08540993165752;12045;472;27.067162329615865;1.9559662050226885;5.705408306254089;214;172;42;17;59;25;0.373134328358209;13.887089290520464;0;1;49;50
"BWBR0002035";"Wet buitengewoon pensioen zeelieden-oorlogsslachtoffers";"Arbeidsrecht en sociaal-zekerheidsrecht";40;323;2.509202522331103;1.8129133566428555;264;59;20;65;237;3.2848297213622293;3.595833333333333;12014;184.83076923076922;45.50757575757576;5.8909400667075165;6.064409763850554;11774;464;27.30730218855219;1.9523725377035648;5.710094633512194;216;168;48;13;61;35;0.5384615384615384;13.947371588897994;0;1;49;50
"BWBR0002039";"Wet nopens de naasting der aandelen in De Nederlandsche Bank N.V.";"Staats- en bestuursrecht";1;25;1.3979400086720377;0.9030899869919435;18;7;0;8;16;1.6;1.8888888888888888;684;85.5;38.0;4.6663164993375705;4.7780734390507185;673;29;26.796296296296294;1.8065028274078496;5.372495221698917;9;8;1;0;1;1;0.125;26.80662006055519;0;0;0;0
"BWBR0002040";"Wet overgang bijzondere rechtspleging";"Procesrecht";2;68;1.8325089127062364;1.4771212547196624;51;17;4;30;33;2.3970588235294117;2.66;1815;60.5;35.588235294117645;5.072123137880281;5.235654878956596;1752;85;25.684640522875814;1.8711201750260018;5.762082651028092;121;7;54;0;54;54;1.8;22.46832306208134;0;2;1;3
"BWBR0002045";"Wet instelling schuldregisters voor geldleningen ten laste van het Rijk";"Staats- en bestuursrecht";1;4;0.6020599913279624;0.47712125471966244;3;1;0;3;0;0.75;1.0;144;48.0;48.0;3.8167229173814667;3.858731837415403;141;4;35.0;1.8975163398692807;5.495686274509803;3;3;0;0;0;0;0.0;10.780117647058859;0;0;0;0
"BWBR0002053";"Wet regelen nopens beheer schuldregisters voor geldleningen ten laste van het rijk";"Financieel en economisch recht";2;12;1.0791812460476249;1.041392685158225;11;1;0;11;0;0.9166666666666666;1.0;429;39.0;39.0;4.663951620765426;4.662489044524621;427;11;39.0;1.8530119495459325;5.477827434083165;2;2;0;0;0;0;0.0;10.485189068414115;0;0;0;0
"BWBR0002054";"Wet vereenvoudiging wijze uitbrengen exploiten aan Grootboek 1946";"Financieel en economisch recht";2;3;0.47712125471966244;0.3010299956639812;2;1;0;2;0;0.6666666666666666;1.0;213;106.5;106.5;3.9342578805938873;3.9484037414216413;209;10;18.72222222222222;1.7326424870466322;5.07594501718213;2;0;2;0;2;2;1.0;41.25039004029938;0;0;0;0
